name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
gwangyang,2018-01-01,44,28.9,37.8,38.1,24.7,31.5,24.9,60.3,0,0,0,,,,,14.8,335.8,1026.9,3.3,9,139.9,12,6,,2018-01-01T07:37:53,2018-01-01T17:28:52,0.47,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-02,46.7,22.8,38.6,41.1,22.8,33.8,28.3,67,0,0,0,,,,,14.8,329.9,1028.4,9.6,4.8,125.2,10.8,5,,2018-01-02T07:38:04,2018-01-02T17:29:37,0.5,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-03,41.8,28.4,35.3,33.6,20,26.5,22.7,61.3,0,0,0,,,,,18.3,335.9,1028.9,25.8,9.6,142.9,12.4,6,,2018-01-03T07:38:14,2018-01-03T17:30:25,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-04,39.5,26.6,34.4,39.5,18.8,28.6,21,58.6,0,0,0,,,,,15.9,345.4,1026.4,92,9.9,71.3,6.1,3,,2018-01-04T07:38:21,2018-01-04T17:31:13,0.57,Overcast,Cloudy skies throughout the day.,cloudy,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-05,42.9,30.4,37,39.5,23.3,30.3,25.4,63.4,0.012,100,12.5,rain,,,,20.1,319.5,1020.3,37,9.1,135.4,11.8,6,,2018-01-05T07:38:26,2018-01-05T17:32:02,0.6,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-06,44.7,30.1,37.8,39.5,22.2,30.8,25.3,62.2,0,0,0,,,,,19,331.6,1022.2,9.3,9.6,148.3,12.8,6,,2018-01-06T07:38:30,2018-01-06T17:32:52,0.63,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-07,47.7,23.6,40,43.4,23.6,36.3,30.1,68.3,0.001,100,4.17,rain,,,,11,64.8,1021.8,78.9,7.6,86.6,7.4,4,,2018-01-07T07:38:31,2018-01-07T17:33:44,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-08,45.6,35.1,41.5,40.6,29.4,35.7,38.8,90,0.117,100,16.67,"rain,snow",,,,26.4,330.2,1011.9,85.1,3.8,23.2,2,1,,2018-01-08T07:38:31,2018-01-08T17:34:36,0.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-09,40.4,28.7,35.7,29.8,19.1,25.5,27.8,72.9,0.022,100,16.67,"rain,snow",,,,28,297,1014,33.9,6.1,128.6,11.1,5,,2018-01-09T07:38:29,2018-01-09T17:35:29,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-10,38.9,23,32.9,29.1,16.8,23.5,27.4,80.1,0.138,100,16.67,"rain,snow",,,,32,297.5,1017.6,61.4,4.7,68.3,5.8,3,,2018-01-10T07:38:25,2018-01-10T17:36:23,0.77,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-11,32.1,17,26.9,19.6,10.1,16.2,21.1,78.4,0.02,100,12.5,snow,,,,23,318.5,1025.7,42.5,6.9,101.3,8.6,4,,2018-01-11T07:38:19,2018-01-11T17:37:18,0.8,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-12,32.4,12.1,25.8,23,1.8,15.1,19,75.8,0.144,100,4.17,snow,,,,21,326.7,1030.7,10.9,10,149.2,12.7,6,,2018-01-12T07:38:11,2018-01-12T17:38:13,0.83,Snow,Clear conditions throughout the day with late afternoon snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-13,40.7,14.5,32.5,33.9,9.6,26.3,24.2,71.8,0.081,100,4.17,snow,,,,12.8,321.8,1032.5,7.4,7.7,146.9,12.6,6,,2018-01-13T07:38:01,2018-01-13T17:39:10,0.87,Snow,Clear conditions throughout the day with late afternoon snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-14,47.4,18.8,38.7,43.9,18.8,35.9,30.6,73.3,0.064,100,4.17,"rain,snow",,,,8.5,120.1,1030.9,56,4.6,111.4,9.5,5,,2018-01-14T07:37:49,2018-01-14T17:40:07,0.9,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-15,52.6,31.1,44.9,52.6,31.1,42.9,38.3,79,0,0,0,,,,,12.3,270.7,1024.8,25.9,6.1,140,12.1,6,,2018-01-15T07:37:36,2018-01-15T17:41:04,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-16,52.2,32.3,46,52.2,32.3,43.4,43.5,91.1,0.809,100,12.5,rain,,,,23.9,27.3,1018.5,81.2,3.7,35.3,2.9,1,,2018-01-16T07:37:20,2018-01-16T17:42:02,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-17,50.3,38.4,43.9,50.3,34.5,39.8,39.9,86.2,0.336,100,12.5,rain,,,,18.1,341.9,1016.5,54.6,5.8,127.5,10.8,5,,2018-01-17T07:37:03,2018-01-17T17:43:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-18,49.2,34.4,42.8,45.2,31.7,37.8,36.4,79.4,0,0,0,,,,,14.3,322.6,1021.8,26,2,119,10.3,5,,2018-01-18T07:36:44,2018-01-18T17:44:00,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-19,47.9,31.1,40,44.1,28.2,35.2,25.8,59.6,0,0,0,,,,,14.8,338.5,1022.9,10.5,5,153.9,13.1,6,,2018-01-19T07:36:22,2018-01-19T17:44:59,0.07,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-20,47.7,26.1,40.3,44.7,26.1,36,25.7,56.5,0,0,0,,,,,11.6,341.4,1022.4,31,6.2,149.6,12.8,6,,2018-01-20T07:36:00,2018-01-20T17:45:59,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-21,48.1,27.8,41.3,46,27.8,37.8,27.6,61.1,0,0,0,,,,,11.6,43.1,1022.6,60.2,3.6,114.8,9.7,5,,2018-01-21T07:35:35,2018-01-21T17:46:59,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-22,47.9,33.8,43.2,44.3,30.8,38.7,34.2,71.2,0.007,100,4.17,rain,,,,24.2,311.2,1016.5,56.8,5,107.9,9.2,4,,2018-01-22T07:35:08,2018-01-22T17:48:00,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-23,37.7,19.5,30.1,29.6,9.7,18.8,21.9,72,0.003,100,8.33,"rain,snow",,,,26.2,322.7,1021.1,30.4,9.4,118,10.1,5,,2018-01-23T07:34:40,2018-01-23T17:49:00,0.21,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-24,29.6,13,23.4,17.5,1.6,10.9,14.9,71.8,0,0,0,,,,,21.3,337.2,1026.6,12.5,11.3,155.3,13.5,6,,2018-01-24T07:34:10,2018-01-24T17:50:01,0.24,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-25,30.6,12.5,22.5,17.6,-0.5,9.1,13.2,69.5,0,0,0,,,,,24.4,335.9,1027.8,50.7,11.3,148.5,12.8,6,,2018-01-25T07:33:38,2018-01-25T17:51:02,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-26,30.1,11.2,22,16.1,-2.8,7.7,13.3,71.6,0,0,0,,,,,25.1,332.7,1026.9,12.5,11.3,172.2,14.9,7,,2018-01-26T07:33:04,2018-01-26T17:52:04,0.31,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-27,37,11.8,27.3,34.6,-1,21.1,11.9,55,0,0,0,,,,,15.4,339.1,1027.1,20.3,9.8,172.7,15.1,7,,2018-01-27T07:32:29,2018-01-27T17:53:05,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-28,38.9,26.6,34.1,31.7,18.3,25.5,21,60,0,0,0,,,,,20.8,323.6,1021.4,57.2,9.6,136.6,11.8,6,,2018-01-28T07:31:52,2018-01-28T17:54:06,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-29,35.5,20.9,29.4,24.2,11.5,18.6,20.6,70.6,0,0,0,,,,,23.5,328.7,1022.3,33.9,8.9,110.8,9.7,4,,2018-01-29T07:31:13,2018-01-29T17:55:08,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-30,37.1,15,29.9,29.7,8.1,22,19.3,66.9,0,0,0,,,,,14.1,327.1,1026.1,36.6,10.3,156.9,13.6,6,,2018-01-30T07:30:32,2018-01-30T17:56:09,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-01-31,40,21.6,34.7,37.1,17.4,30.1,24.6,67,0,0,0,,,,,9.4,322.8,1027.3,57.8,8.6,116.8,10,5,,2018-01-31T07:29:50,2018-01-31T17:57:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-01,42.3,21.4,35.8,37.1,21.4,30.2,22.2,59.2,0,0,0,,,,,16.6,345.4,1027.1,5.3,7.8,170.8,14.6,7,,2018-02-01T07:29:07,2018-02-01T17:58:12,0.52,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-02,41.3,20.8,34.6,34.3,16.5,27.4,18.4,53.5,0,0,0,,,,,16.6,333.1,1027.5,56.1,9.5,133.4,11.6,6,,2018-02-02T07:28:22,2018-02-02T17:59:13,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-03,35.7,21.2,30.2,26.1,10.5,18.8,21.7,71.1,0.008,100,8.33,"rain,snow",,,,27.3,323.1,1027.4,19.2,7.1,164.9,14.3,6,,2018-02-03T07:27:35,2018-02-03T18:00:14,0.58,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-04,30.5,16.6,25.9,16.6,7.1,13.5,18.4,73.6,0.001,100,4.17,snow,,,,25.1,324.8,1027.5,27.9,8.2,158.8,13.6,6,,2018-02-04T07:26:47,2018-02-04T18:01:16,0.62,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-05,31.2,14.1,25.7,19.4,6.5,14.8,18.2,74.4,0.004,100,4.17,snow,,,,20.4,325.9,1026.5,29.9,10.4,129.8,11.3,5,,2018-02-05T07:25:57,2018-02-05T18:02:16,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-06,30.5,13.6,25.1,17.4,5.2,13.7,17.3,73.6,0.001,100,4.17,snow,,,,22.1,322.8,1025.1,31.7,9.1,130,11.3,5,,2018-02-06T07:25:06,2018-02-06T18:03:17,0.68,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-07,36,14.5,28.2,27.7,5.1,19,18.6,69.1,0.001,100,4.17,snow,,,,16.8,325.2,1025.7,11.7,9.6,186,16.1,7,,2018-02-07T07:24:13,2018-02-07T18:04:17,0.71,Snow,Clear conditions throughout the day with early morning snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-08,42,12.9,33.7,38.3,12.9,29.4,19.3,57.7,0,0,0,,,,,10.7,74.6,1024.4,27.5,9,151.8,13.2,6,,2018-02-08T07:23:19,2018-02-08T18:05:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-09,47.5,23.4,41.8,43.6,23.4,38.7,30.5,64.1,0,0,0,,,,,10.5,238.4,1022.6,64.1,7.6,161.7,14,7,,2018-02-09T07:22:24,2018-02-09T18:06:18,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-10,46.5,29.5,39.4,39.3,18.9,32.4,28.8,67.2,0,0,0,,,,,26.2,321.1,1020.7,69.6,6.2,106.9,9.2,5,,2018-02-10T07:21:27,2018-02-10T18:07:17,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-11,37.1,23.7,32,26.5,15.7,21.9,22.6,68.7,0.009,100,4.17,snow,,,,23.7,307.8,1023.2,41,7.1,155.4,13.4,6,,2018-02-11T07:20:29,2018-02-11T18:08:17,0.84,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-12,36,21.5,31.4,24,13.7,20.7,23.8,73.2,0.021,100,16.67,"rain,snow",,,,27.3,298.6,1022.9,41.8,6.3,122.5,10.5,4,,2018-02-12T07:19:30,2018-02-12T18:09:16,0.88,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-13,41.6,25.9,35.5,35.5,18.5,28.3,23.7,63.4,0.003,100,4.17,snow,,,,21,282.6,1024.1,8.7,8.4,198.1,17.2,7,,2018-02-13T07:18:30,2018-02-13T18:10:15,0.91,Snow,Clear conditions throughout the day with late afternoon snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-14,55.3,23.1,44.4,55.3,23.1,41.5,37.2,76.5,0,0,0,,,,,19.9,240.7,1019.7,48.1,6.8,168.5,14.8,6,,2018-02-14T07:17:28,2018-02-14T18:11:14,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-15,48.8,35.4,41.5,45.4,29.7,36.2,25.5,55.4,0,0,0,,,,,15,337.5,1019.4,69.4,7.3,144,12.5,6,,2018-02-15T07:16:25,2018-02-15T18:12:12,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-16,45.9,28.4,39.4,41,27.3,33.8,21.9,52,0,0,0,,,,,18.6,328,1017.5,46.6,10.2,106.8,9.1,4,,2018-02-16T07:15:21,2018-02-16T18:13:10,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-17,43.8,28.9,37.1,38.6,20.2,28.8,19.1,51.5,0,0,0,,,,,21.9,332.4,1022.2,19.8,9.7,212.2,18.4,8,,2018-02-17T07:14:16,2018-02-17T18:14:07,0.04,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-18,47.9,28.4,39.8,46.3,23.3,35.9,18.4,43.6,0,0,0,,,,,11.2,34,1024.5,63.5,10.1,172,14.9,7,,2018-02-18T07:13:10,2018-02-18T18:15:05,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-19,50.7,33.3,43.4,50.7,33.2,40.7,26.3,52.1,0,0,0,,,,,12.1,40.7,1022.4,65.2,5.2,120.2,10.3,5,,2018-02-19T07:12:02,2018-02-19T18:16:02,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-20,50.6,25.6,42.8,50.6,25.6,39.6,29.1,59.9,0,0,0,,,,,13.9,343.6,1021.6,42.4,4.4,180,15.5,7,,2018-02-20T07:10:54,2018-02-20T18:16:58,0.15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-21,43.2,33,38.9,37.7,25.2,32.1,18.6,45.8,0,0,0,,,,,17.2,344.6,1022.3,74.4,9.7,139.1,12.1,5,,2018-02-21T07:09:45,2018-02-21T18:17:54,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-22,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0,0,0,,,,,13.4,324,1023,36.9,9.1,174.3,15.1,7,,2018-02-22T07:08:34,2018-02-22T18:18:50,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-23,51.6,24,41.7,51.6,24,37.9,32.9,71.9,0,0,0,,,,,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,,2018-02-23T07:07:23,2018-02-23T18:19:46,0.25,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-24,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0,0,0,,,,,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,,2018-02-24T07:06:11,2018-02-24T18:20:41,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-25,52.1,35.6,45.7,52.1,34,43.6,35.5,69.3,0.012,100,12.5,rain,,,,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,,2018-02-25T07:04:58,2018-02-25T18:21:36,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-26,58,26.3,43.2,58,26.3,40.6,26.3,53.8,0,0,0,,,,,12.1,328.5,1024,0,6.9,223.3,19.3,8,,2018-02-26T07:03:44,2018-02-26T18:22:30,0.36,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-27,58.5,26.5,46.3,58.5,26.5,45.6,33.9,63.9,0,0,0,,,,,6.2,212.6,1023.6,50.5,5.2,162,14.1,6,,2018-02-27T07:02:30,2018-02-27T18:23:25,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-02-28,54.4,37.3,47,54.4,28.2,43.6,43.1,86.4,1.132,100,8.33,rain,,,,40,136.9,1009.2,90.2,4,48.9,4.3,2,,2018-02-28T07:01:14,2018-02-28T18:24:18,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-01,46.3,29.8,40.3,37.6,22.4,30.9,30.3,70,0.259,100,12.5,"rain,snow",,,,34.2,308.6,1009.5,55.3,8.6,200.1,17.3,8,,2018-03-01T06:59:58,2018-03-01T18:25:12,0.47,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-02,52.2,26.3,37.7,52.2,19.5,32.9,23.4,58,0,0,0,,,,,16.6,311.3,1017.6,31.4,7.3,233.6,20.2,8,,2018-03-02T06:58:42,2018-03-02T18:26:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-03,57.9,29.2,46.4,57.9,29.2,45.4,39,76.6,0,0,0,,,,,10.7,146,1015.3,45.2,6.9,187.7,16.3,7,,2018-03-03T06:57:24,2018-03-03T18:26:58,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-04,56.2,42.5,52.1,56.2,42.5,51.6,50.7,94.9,0.2,100,4.17,rain,,,,18.6,116.6,1014.3,83.7,2.8,180.8,15.8,7,,2018-03-04T06:56:06,2018-03-04T18:27:50,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-05,55.3,40.5,47.3,55.3,32,42.7,44.4,89.5,0.446,100,16.67,rain,,,,25.5,32.2,1011.5,88.7,3.5,46.1,4.1,2,,2018-03-05T06:54:48,2018-03-05T18:28:43,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-06,53.6,35.4,44.1,53.6,30.7,39.5,35.1,72,0.03,100,4.17,rain,,,,17.7,53.8,1027.3,41.9,7.9,241.1,20.8,8,,2018-03-06T06:53:28,2018-03-06T18:29:34,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-07,49.9,36.5,44.3,43.3,31.8,38.3,38.4,80.3,0.211,100,4.17,rain,,,,21.5,65,1027.2,94.7,6.8,134.3,11.6,6,,2018-03-07T06:52:09,2018-03-07T18:30:26,0.66,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-08,47.9,37.5,40.9,40.7,27.3,32.7,37.2,87.3,1.21,100,16.67,rain,,,,25.1,343.8,1017.2,75,5.9,142.7,12.1,7,,2018-03-08T06:50:48,2018-03-08T18:31:17,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-09,49.1,33.8,41.1,46.9,27,36.7,33.3,74.3,0.004,100,4.17,rain,,,,17.7,323.3,1022.7,19.5,3.1,218.2,18.9,7,,2018-03-09T06:49:28,2018-03-09T18:32:09,0.75,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-10,54.2,30.4,44.1,54.2,30.4,41.3,33.7,69.2,0,0,0,,,,,13.6,277.4,1024,23.7,5.5,231.3,20,9,,2018-03-10T06:48:06,2018-03-10T18:32:59,0.76,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-11,59.4,35.7,46,59.4,31.7,42.9,34.5,65.6,0,0,0,,,,,12.3,304.6,1024.9,13.9,4.8,227.3,19.6,8,,2018-03-11T06:46:45,2018-03-11T18:33:50,0.79,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-12,61.7,31.5,48.4,61.7,31.5,48.1,40.2,75.1,0,0,0,,,,,8,196.9,1023.3,29,2.9,216.6,18.6,8,,2018-03-12T06:45:23,2018-03-12T18:34:40,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-13,66.2,35.1,52.4,66.2,35.1,52.4,46.4,82,0,0,0,,,,,11,194.3,1020.9,10.4,6.2,239.5,20.7,8,,2018-03-13T06:44:00,2018-03-13T18:35:30,0.86,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-14,67.7,40.3,55.3,67.7,40.3,55.3,51.1,86.5,0,0,0,,,,,10.5,169.8,1020.7,35,7.4,244,21,8,,2018-03-14T06:42:38,2018-03-14T18:36:20,0.89,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-15,59.1,53.3,56.5,59.1,53.3,56.5,55.2,95.5,1.894,100,12.5,rain,,,,23.3,205.9,1015,95.9,3.4,79.1,6.8,3,,2018-03-15T06:41:15,2018-03-15T18:37:10,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-16,55.3,39.5,46.1,55.3,30.8,40.4,40.4,81.2,0.429,100,8.33,rain,,,,25.3,45.6,1020.5,65.9,5.7,168.7,14.6,8,,2018-03-16T06:39:52,2018-03-16T18:37:59,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-17,54.1,31,43.7,54.1,27.9,39.3,34.6,71.4,0.003,100,4.17,rain,,,,18.1,73.7,1027.9,12.8,9,264.1,23,9,,2018-03-17T06:38:28,2018-03-17T18:38:49,0,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-03-18,54.8,31.8,48.5,54.8,31.8,47.7,44.4,86.2,0.315,100,4.17,rain,,,,11,94.4,1022.1,88,4.5,90.6,7.8,3,,2018-03-18T06:37:04,2018-03-18T18:39:38,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
