name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
gwangyang,2018-12-08,38.6,22.1,32.5,30.8,15.9,24.8,24.6,74,0,0,0,,,,,13.6,336.4,1032,64.5,11.8,96.6,8.3,4,,2018-12-08T07:25:03,2018-12-08T17:18:08,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-09,39.6,24.1,33.8,34.1,16.2,26.8,20.7,61,0,0,0,,,,,14.8,354.8,1034.5,56.8,12.2,116.3,10,5,,2018-12-09T07:25:51,2018-12-09T17:18:14,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-10,44.6,20.2,37,40.8,16.5,31.6,21.9,55.9,0,0,0,,,,,14.8,33.5,1032.6,16.2,9.7,137,11.7,6,,2018-12-10T07:26:37,2018-12-10T17:18:22,0.09,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-11,45.6,25.8,40.4,38.9,25.8,34.5,36.3,85.7,0.041,100,8.33,rain,,,,18.1,12.1,1027.2,75.8,7.4,41.3,3.5,2,,2018-12-11T07:27:23,2018-12-11T17:18:31,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-12,43.2,30.9,38.1,34.9,23.2,29.9,29.9,73,0.042,100,4.17,"rain,snow",,,,22.1,337.4,1027.7,6.8,8,141.8,12.2,6,,2018-12-12T07:28:07,2018-12-12T17:18:43,0.16,"Snow, Rain",Clear conditions throughout the day with late afternoon rain or snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-13,46.8,29.1,38.7,39.8,22.6,31.8,30.7,73.1,0,0,0,,,,,19.9,320.5,1028.9,22.6,9.6,125.7,10.8,5,,2018-12-13T07:28:50,2018-12-13T17:18:57,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-14,42.2,27.9,35.9,35.4,21,28,26.4,68.9,0,0,0,,,,,17.2,341.8,1033.3,6.2,11.1,142.5,12.3,6,,2018-12-14T07:29:32,2018-12-14T17:19:12,0.22,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-15,45.4,20.8,36.8,43.2,20.8,34.6,19.1,50.9,0,0,0,,,,,11.4,1.8,1032.4,12.6,8.6,138.3,12.1,6,,2018-12-15T07:30:13,2018-12-15T17:19:29,0.25,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-16,45.6,26.6,40.2,44.1,26.6,36.4,33.7,78.5,0.037,100,12.5,"rain,snow",,,,12.8,311.1,1022.2,60.7,7.2,62.2,5.3,3,,2018-12-16T07:30:52,2018-12-16T17:19:49,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-17,48.3,32.7,43.1,42.1,32.5,37.2,34.9,73.9,0.015,100,8.33,rain,,,,21.5,306.3,1018.5,16.5,4.3,122.4,10.5,5,,2018-12-17T07:31:30,2018-12-17T17:20:10,0.32,Rain,Clear conditions throughout the day with rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-18,49.5,29.2,42.9,44,29.2,38.3,32.5,67.3,0.001,100,4.17,"rain,snow",,,,15.9,300.1,1021.8,8.6,9.4,139.3,12,6,,2018-12-18T07:32:06,2018-12-18T17:20:32,0.35,"Snow, Rain",Clear conditions throughout the day with late afternoon rain or snow.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-19,55.1,27.9,47.1,55.1,27.9,45.7,39.6,75.9,0,0,0,,,,,13.2,264.6,1022.2,38.5,3.9,114.1,9.9,5,,2018-12-19T07:32:42,2018-12-19T17:20:57,0.38,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-20,53.5,38.3,48.6,53.5,36.4,47.6,44.6,86.1,0.024,100,20.83,rain,,,,12.8,15.4,1021.8,68.3,1.9,38.1,3.3,1,,2018-12-20T07:33:15,2018-12-20T17:21:23,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-21,58.5,32.6,48,58.5,32.6,46.6,44.4,87.6,0,0,0,,,,,13.6,38.7,1022.6,22.7,2.4,103.9,9,4,,2018-12-21T07:33:47,2018-12-21T17:21:51,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-22,57.6,34.5,49.1,57.6,34.5,47.9,42,78.1,0.008,100,8.33,rain,,,,10.7,359.9,1022,35,3.3,109.2,9.4,5,,2018-12-22T07:34:18,2018-12-22T17:22:21,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-23,51.5,39.4,46.1,51.5,32.5,41.3,35.8,69.6,0.077,100,8.33,rain,,,,21.3,330.8,1022.2,28.4,6.5,129.2,11.2,5,,2018-12-23T07:34:47,2018-12-23T17:22:52,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-24,44.3,29.9,38,39.1,22.8,31.2,26.9,64.9,0,0,0,,,,,17.2,336.8,1026.6,8.4,11.2,144.6,12.5,6,,2018-12-24T07:35:14,2018-12-24T17:23:25,0.55,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-25,45.8,28.7,39.6,42.8,24.6,35.6,24.9,56.5,0,0,0,,,,,8.9,337.8,1024.2,68.1,10.3,106.7,9.3,5,,2018-12-25T07:35:40,2018-12-25T17:23:59,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-26,48.6,36.6,42.8,43.5,27.3,37.4,30,62.4,0.016,100,16.67,rain,,,,21.5,350.9,1022.4,67.7,9.8,104.7,9.2,5,,2018-12-26T07:36:04,2018-12-26T17:24:35,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-27,36,22.3,30.8,27,11.9,18.8,17,59.9,0,0,0,,,,,27.7,337.4,1026,26,12.3,143,12.4,6,,2018-12-27T07:36:26,2018-12-27T17:25:13,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-28,33.5,17.8,27.8,21,8.1,16.1,20.1,73.6,0,0,0,,,,,23.7,332.2,1030.1,16.1,11.9,129.8,11.2,5,,2018-12-28T07:36:47,2018-12-28T17:25:51,0.69,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-29,35.3,19.6,30.2,25.7,9.1,19.6,21.4,70.9,0,0,0,,,,,22.8,331.8,1033.8,3.3,11.5,136.3,11.6,5,,2018-12-29T07:37:05,2018-12-29T17:26:32,0.75,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-30,37.5,22.7,32,31.4,14.5,24,20.7,64.6,0,0,0,,,,,18.6,344.5,1035.5,31.2,11.3,142.4,12.3,6,,2018-12-30T07:37:22,2018-12-30T17:27:14,0.76,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
gwangyang,2018-12-31,41.6,20.3,34.9,37.2,17,29.4,20.5,57.2,0,0,0,,,,,17.2,335.6,1035.8,19.6,10.5,143.6,12.5,6,,2018-12-31T07:37:37,2018-12-31T17:27:57,0.79,Clear,Clear conditions throughout the day.,clear-day,"47156099999,47174099999,47192099999,47173099999,remote,47168099999"
